ID,y,bv
584,-0.7363824481727953,-1.3890244238051426
585,-3.724247631144498,-2.344132980406879
587,-0.8568260838026911,-1.9932462003992615
588,-2.526317245250898,-1.9932462003992615
589,-1.0153678775860462,-0.9597155444841814
590,-1.8045848181811643,-0.9597155444841814
591,-2.2889264401756857,-2.344132980406879
592,-1.0005220732264073,-0.9994407940028016
593,-1.8302929352368738,-2.3828298302016027
594,-0.5370409535806484,-0.9994407940028016
595,-1.7485262339044372,-2.3828298302016027
596,-2.6043881645928866,-2.344132980406879
597,-1.4445815724215632,-1.3106023244917988
598,-1.7005449085948856,-1.7399112038127604
600,-1.982092141496066,-1.7012143540180367
601,-2.6054434944230835,-1.7399112038127604
602,-2.45346952833003,-2.7337166102092203
603,-1.123805339735616,-1.7399112038127604
604,-2.5105854038007527,-1.7399112038127604
605,-2.7315221208794997,-2.344132980406879
607,-0.9952199837502329,-0.35652216761395944
608,-1.9767424592639318,-1.7399112038127604
609,-3.511612013243531,-3.1233002400115613
610,-0.47067972426590843,-0.35652216761395944
611,-2.054976249368151,-1.7012143540180367
612,-1.4216517702854021,-1.9932462003992615
613,-2.791448731810935,-2.3828298302016027
614,-1.1562826286898737,-1.3503275740104193
615,-2.1289949316509382,-1.9535209508806413
616,-1.59155310011841,-2.344132980406879
617,-1.162731109938656,-1.3503275740104193
618,-3.8004109780409054,-3.474187020019179
619,-2.397996707674985,-2.7337166102092203
620,-0.22942419030762778,-0.5701319146818403
621,-3.873432999085314,-3.474187020019179
622,-1.3929535561402775,-1.7399112038127604
623,-0.4082817184029862,-0.784802647211024
624,-2.0672400129015593,-1.9932462003992615
625,-2.4637866600724747,-2.7337166102092203
626,-1.6540777363263564,-1.7399112038127604
627,-0.6713825018332832,-1.3503275740104193
628,-2.6562338602521027,-1.9932462003992615
630,-1.9091690749355987,-1.7370935100095894
631,-1.3379558616198024,-1.7399112038127604
632,-2.830071150343825,-1.9932462003992615
633,-1.0438949602781884,-1.7399112038127604
634,0.14910761664676003,-0.0056353876063418955
635,-2.2898283750296797,-1.9535209508806413
636,0.48477168677803045,-0.35652216761395944
637,-2.343717493717233,-1.7399112038127604
638,-1.784236865411309,-1.3890244238051426
639,-3.0376155426660434,-2.7724134600039436
640,-2.493662301152215,-3.0846033902168375
641,-0.6316846672411833,-0.7461057974163005
642,-2.7585232803238355,-2.3828298302016027
643,-1.023899720114037,-0.8812934451708379
644,-1.0158517834854626,-0.784802647211024
645,-0.8762284711578596,-0.3952190174086829
649,-1.2988202986116009,-1.7012143540180367
886,-0.19547634977964412,-0.9994407940028016
887,-2.65642212987491,-2.4803816136227184
888,-2.2179099188996036,-1.9535209508806413
889,-1.6462829271645236,-1.3503275740104193
890,-2.353862016672869,-2.7724134600039436
891,-2.185150846615634,-2.3828298302016027
892,-3.6539754416638286,-3.0846033902168375
893,-1.9597163009106096,-1.7399112038127604
894,-1.4219577068825968,-2.0907979838203783
895,-1.2126016046214736,-0.784802647211024
896,-1.0887598105691403,-1.3890244238051426
897,0.07962731838195891,-0.707408947621577
898,-0.9578315453035785,-1.1356894272186415
899,-1.9430922007676643,-1.3890244238051426
958,-1.2051316545146724,-1.7786080536074835
1009,-1.8542432706769025,-1.3890244238051426
1113,-1.4286428037762031,-1.7399112038127604
1114,-2.1936867163862726,-1.5639373210783
1116,-1.5256465922423497,-1.7399112038127604
1117,-3.667646109714714,-3.1233002400115613
1118,-2.7062064240545065,-2.6939913606906
1136,-3.860362544613844,-3.198904645521733
1267,-0.37527005833743704,-0.3167969180953393
1280,-1.8482867136621415,-1.7012143540180367
1305,-1.1333306664272622,-0.9994407940028016
1312,-0.6931212914753999,-1.3106023244917988
1313,-0.595897575443653,-1.3106023244917988
1318,-1.8142560658345983,-2.7337166102092203
1319,-0.7009969537980535,-0.35652216761395944
1321,-1.4196025029429173,-1.3106023244917988
1322,-2.714267598323044,-2.7337166102092203
1328,-3.226606751612975,-3.0846033902168375
1341,0.6804647648043757,0.034089861912278314
1342,0.7664170490891768,-0.3952190174086829
1390,-0.9287512530300425,-1.3503275740104193
1391,0.031040946277326342,-0.3167969180953393
1393,0.18015846346197306,-0.7461057974163005
1394,-2.151377852923679,-2.3044077308882587
1401,-2.838053685576682,-2.0907979838203783
1404,0.2851318145330676,-0.3167969180953393
1406,0.4275139171767909,0.0727867117070018
1408,0.43426340909839245,0.4236734917146194
1409,-0.4026745742587232,-0.9597155444841814
1412,-0.41867474326974685,-1.3503275740104193
1413,-0.4159296324584502,-0.5701319146818403
1415,-2.0019645221415896,-1.3890244238051426
1416,-0.2103436571542313,-0.9210186946894579
1417,-2.1233838867118524,-2.3828298302016027
1419,-0.0168014834283039,-0.9597155444841814
1425,-1.3503435886957351,-2.344132980406879
1427,-1.0515174557266211,-0.707408947621577
1429,0.023976927547914462,-0.0056353876063418955
1430,-1.7938413438212994,-1.3890244238051426
1431,-1.6406807450164194,-1.3890244238051426
1435,-1.1522554856841982,-0.3952190174086829
1438,-1.8613284997985038,-1.7399112038127604
1441,0.4459366764338851,-0.3167969180953393
1443,-0.273967358487555,-0.7063805478976802
1449,-0.5785999916586997,-0.5701319146818403
1452,-1.5771052358895028,-1.7399112038127604
1455,-2.436405063526035,-2.6552945108958763
1457,-2.1116703681588067,-1.6614891044994167
1460,-0.21223608312594439,0.0727867117070018
1462,-1.4492355236679697,-0.9994407940028016
1471,-1.6289348460955901,-1.3503275740104193
1472,0.44055316994416593,-0.3167969180953393
1478,0.7426341270820103,-0.35652216761395944
1479,-1.916961778251307,-1.7012143540180367
1480,-1.5048316194893117,-1.7399112038127604
1481,-1.2293293253788002,-1.3503275740104193
1483,-2.1313148117409897,-1.2719054746970755
1489,-0.6332125045817987,-0.35652216761395944
1491,0.3312922014891193,-0.3952190174086829
1492,-0.4595661752368098,-0.5701319146818403
1495,-0.9164594477109966,-1.3503275740104193
1496,-2.7761066608523763,-2.7337166102092203
1499,-1.9144793620797644,-0.9994407940028016
1500,0.23260193585054045,-1.1356894272186415
1503,0.3525712548757023,-0.3167969180953393
1504,-1.3466842702988777,-1.3492991742865224
1507,-1.3225254197708594,-0.7461057974163005
1508,-0.7327189531224584,-1.3503275740104193
1509,-2.295961258847293,-2.344132980406879
1510,-1.0871718393107606,-0.3952190174086829
1511,-0.10413354176688688,-0.35652216761395944
1512,-2.085377560090918,-0.707408947621577
1514,-0.8028661743426038,-1.3503275740104193
1516,-1.8627940162632777,-0.35652216761395944
1517,-0.9231534939784014,-0.9994407940028016
1518,-0.9268865795565213,-0.8217102029264732
1519,0.3190688174721631,-0.5701319146818403
1520,-1.4040767251485378,-1.9148241010859177
1521,-2.8125285512898865,-2.0907979838203783
1522,-2.2181570137003876,-1.7012143540180367
1523,0.5521356425111514,0.4236734917146194
1525,-0.5657797306386223,-0.3952190174086829
1526,-0.6965103631929259,-0.5701319146818403
1527,-0.04148357276756853,-0.9597155444841814
1528,-1.3334343001933526,-1.096992577423918
1529,-0.21032681238624998,-0.3952190174086829
1530,-1.0499821534830984,-0.9597155444841814
1531,-1.4393879736304405,-1.3890244238051426
1536,-1.7041127083961793,-0.9597155444841814
1537,-1.731928241620845,-0.8812934451708379
1538,-0.6477610320787774,-1.9535209508806413
1539,-1.0324513494104952,-1.3106023244917988
1540,-1.4931119125738774,-1.7399112038127604
1541,-2.9944223046131064,-2.0510727343017576
1542,-1.89198453462835,-1.7399112038127604
1543,0.33284879566210746,0.5020955910279631
1544,-0.8693008240088357,-0.5701319146818403
1545,0.652763775930101,0.034089861912278314
1565,-2.041502780971319,-1.3106023244917988
1588,-0.9256917301906836,-0.8812934451708379
1591,-0.4658707587529785,-0.5701319146818403
1592,-0.8007867047338857,-0.8812934451708379
1598,0.03514896711543519,-0.35652216761395944
1601,-0.6387984176777123,-0.5701319146818403
1603,-0.6361454933520898,-1.7786080536074835
1619,0.4248354828487295,0.4236734917146194
1630,-2.1604612529899097,-1.52421207155968
1656,-1.528880054889117,-1.9535209508806413
1669,-0.9664754197963515,-1.5639373210783
1680,-1.2341030237828743,-0.9597155444841814
1683,-2.6926798988286818,-1.9535209508806413
1684,-1.723858756293672,-0.9597155444841814
1686,-1.9825604727731743,-2.6939913606906
1687,-1.376412507942398,-1.3890244238051426
1691,-2.1891150570483706,-2.3828298302016027
1693,-1.1583760979853956,-1.52421207155968
1694,-1.2524460314232786,-0.5701319146818403
1699,-0.383360770816026,-0.1408230353608792
1700,-0.4385714931127181,-0.5304066651632202
1701,-1.138370201364536,-1.5639373210783
1713,-0.6722491255388292,-0.9597155444841814
1739,-2.1939697300737624,-1.9535209508806413
1741,-0.5545306743324553,-0.784802647211024
1742,-1.661301437257519,-2.3828298302016027
1744,-2.704027495317223,-2.7337166102092203
1745,-2.648517805379602,-2.7337166102092203
1746,-3.4172583625524955,-2.7337166102092203
1747,-3.1841085300937406,-2.3828298302016027
1748,-0.9101425606527531,-0.35652216761395944
1749,-2.3132378647546763,-2.7337166102092203
1750,-1.8949299579778676,-1.3890244238051426
1751,-2.644552734936143,-2.7337166102092203
1753,-1.774474530552217,-1.9932462003992615
1754,-1.305630478475438,-0.9994407940028016
1755,-1.4547213697955972,-1.7012143540180367
1756,-1.099016019078756,-1.2719054746970755
1757,-0.6641482614007618,-0.7461057974163005
1758,-1.5992624319533213,-1.7399112038127604
1760,-2.0712283150625126,-2.3828298302016027
1761,-1.6685818960874719,-1.3890244238051426
1762,-2.2580974995176195,-2.3044077308882587
1764,-1.3344406320133397,-0.4917098153684968
1767,-2.259123383626558,-1.9932462003992615
1768,-0.28406793489495463,-0.9994407940028016
1769,-2.47831725230827,-2.7337166102092203
1771,-1.0391757662235965,-0.9210186946894579
1772,-1.280762640793524,-1.057267327905298
1773,-0.6985483045572852,-1.3106023244917988
1774,-1.2451302307691952,-1.7399112038127604
1777,-2.942384597304123,-2.344132980406879
1781,-2.195220999584946,-1.7399112038127604
1782,-2.9310397382014783,-2.3044077308882587
1783,-1.536474620472259,-1.9932462003992615
1784,-3.6431842635024827,-3.5110945757346275
1786,-1.622729167448191,-1.3503275740104193
1787,-0.8267206651300611,-1.3890244238051426
1789,-1.4399489336765856,-1.7012143540180367
1790,-3.212182410754039,-3.5110945757346275
1791,-2.7378694249361843,-2.6950197604144965
1795,-1.5559561744293577,-1.3890244238051426
