ID,y,bv
584,-2.322509054526688,-2.1220050154298002
585,-2.029317574296022,-2.3648855981159924
587,-1.5208027714676335,-1.4510556940903887
588,-1.3640169077982818,-1.4652060543631173
589,-2.850221025441951,-2.1821431883925695
590,-0.6934263392423385,-1.9392626057063773
591,-1.0027128613027028,-0.6242929774800464
592,-1.1486133841802553,-1.5657550708817825
593,-2.156487528374967,-2.3182292542566274
594,-0.7885535887658407,-1.2081751114041968
595,-1.3951967374853742,-1.4977120379497537
596,-0.5233674071535619,-1.533249087295146
597,-0.7738938572058228,-1.3971630214310884
598,-1.8894517054375646,-2.0815941718739044
600,-1.190582505256536,-1.5190987270224174
601,-0.7635584531250912,-0.13608606586405753
602,-1.3492444577563456,-1.5190987270224174
603,-1.5470396948630034,-2.3648855981159924
604,-3.057503046223675,-2.3648855981159924
605,-2.635257781827444,-2.3648855981159924
607,-2.7670652034560095,-2.9487677320401424
608,-1.722502042644174,-2.3648855981159924
609,-0.9844148711593144,-0.6519251668561792
610,-0.6918650258645397,-1.5657550708817825
611,-1.5796479040852969,-1.5657550708817825
612,-0.986221624990064,-1.6337981038138114
613,-1.3176710033866175,-1.5190987270224174
614,-2.0508041405257074,-2.217680237737962
615,-3.140994792448342,-2.8340683552487484
616,-2.2252495297386825,-2.149637204805933
617,-1.4029950515040128,-1.7484974806052056
618,-0.6599022208491327,-0.8346675765796018
619,-1.5380315013933543,-2.102980860946568
620,-3.592674588679442,-2.0349378280145394
621,-1.3556944830588666,-1.6337981038138114
622,-2.3139180877515715,-1.5381228815056498
623,-3.7851139529208337,-2.479584974907386
624,-1.3826368669756106,-1.6337981038138114
625,-0.8709677277868557,-0.6985815107155442
626,-1.3065432032911037,-1.4977120379497537
627,-1.0635084031944237,-1.2358073007803294
628,-0.7889733056435272,-0.766624543647573
630,0.4455450976671758,-0.15511022034728988
631,-0.8163912175844505,-0.5838821339241504
632,-1.6824956748406545,-1.3505066775717234
633,-1.8921258483842112,-2.9487677320401424
634,-2.5110348798590274,-2.2501862213245984
635,-2.5180245770953826,-2.8340683552487484
636,-3.183399932089274,-3.016810764972171
637,-0.7776310399581566,-0.7199681997882078
638,-2.6331555818625785,-2.2501862213245984
639,-3.0584550301029765,-2.9021113881807774
640,-1.4316972939656072,-0.766624543647573
641,-2.047419942525273,-2.3648855981159924
642,-2.0953426024702853,-1.7484974806052056
643,-1.3047530917630747,-0.766624543647573
644,-2.7985882832236033,-2.547628007839415
645,-2.205360036676182,-2.2968425651839635
649,-0.0011425732951879652,-1.049915969889661
886,-2.2589366748781137,-1.4185497105037521
887,-0.5601973352632147,-0.8813239204389671
888,-2.4082663192846927,-2.2501862213245984
889,-2.4334090815211034,-3.016810764972171
890,-2.551220240730852,-2.0073056386384063
891,-3.5153960712841865,-2.880724699108114
892,-3.5552186177515703,-2.9487677320401424
893,-0.6895655922680933,-1.2358073007803294
894,-3.670590646091824,-2.8340683552487484
895,-2.6056992970421,-2.0815941718739044
896,-1.655867177802164,-1.5657550708817825
897,-3.09914159131064,-2.8340683552487484
898,-2.4902191726555585,-2.0349378280145394
899,-1.97593356315144,-2.0815941718739044
958,-0.9968142666978006,-0.8671735601662384
1009,-2.8383280984266896,-2.1962935486652984
1113,-2.4291618592387696,-2.149637204805933
1114,0.24702247908338903,-0.22939875358278794
1116,-0.4482405698011559,-0.2974417865148166
1117,-1.5791003985433172,-1.049915969889661
1118,-2.8608804226569804,-2.3648855981159924
1136,-1.1502418038521478,-0.5966607881039137
1267,-2.1514334702924685,-2.1821431883925695
1280,-1.779071892199402,-2.2968425651839635
1305,-3.139225272311469,-1.5381228815056498
1312,-1.7079199004697327,-1.4977120379497537
1313,-0.23607222657526117,0.02763218937613277
1318,-0.4214476853769336,-0.11469937679139397
1319,-2.0228938119120388,-2.1962935486652984
1321,-1.663238570653442,-1.3971630214310884
1322,-0.5119474254017411,-0.9138299040256034
1328,-3.5582891667545757,-2.880724699108114
1341,-1.170857440143656,-0.8536917310628345
1342,-0.46267942292815556,-0.766624543647573
1390,-2.2435496407262914,-2.149637204805933
1391,-3.270958347926923,-2.479584974907386
1393,-2.0622662138830785,-2.2501862213245984
1394,-0.8388767858634313,-0.1827424097234227
1401,-1.273654658386649,-0.8671735601662384
1404,-1.212223460132732,-1.5657550708817825
1406,-1.4489716977635219,-1.6804544476731769
1408,-0.8842566382125315,-0.9138299040256034
1409,-2.509880286896407,-2.264336581597327
1412,-1.595526678435098,-1.612411414741148
1413,-1.1341371704729892,-0.6985815107155442
1415,-1.653774725695455,-2.264336581597327
1416,-2.040637724184926,-1.712960431259813
1417,-2.2270065524525995,-1.0285292808169975
1419,-0.7823055176951617,-0.8346675765796018
1425,2.083658338468616,1.4241266796378969
1427,-1.7360232997424008,-2.1686613592891653
1429,-0.48010774132647077,-0.08706718741526114
1430,-1.24789786775104,-1.5657550708817825
1431,-2.1247389298082164,-2.3648855981159924
1435,-0.5645199545511779,-0.8070353872034689
1438,0.4819836861435013,-0.22315325327931865
1441,-1.165282567794957,-2.4115419419753574
1443,-2.3581193188330705,-2.4115419419753574
1449,-1.4722603597475201,-1.6528222582970438
1452,-2.0988664773556285,-2.1821431883925695
1455,-2.166410564161818,-1.6337981038138114
1457,-0.28769699215698774,-0.8132808875069384
1460,-2.0769098075890438,-2.479584974907386
1462,-1.3209027990582105,-1.3971630214310884
1471,-1.6408259255005597,-0.5838821339241504
1472,0.8862043197999758,0.5973639630275543
1478,-1.8603230552327616,-1.0965723137490264
1479,0.6275908566647836,-0.08706718741526114
1480,-1.7578336758866877,-1.5657550708817825
1481,-1.5986616188868108,-1.4977120379497537
1483,-1.370094247309189,-1.4977120379497537
1489,-2.02312006657128,-2.264336581597327
1491,-1.1410157893087036,-1.4185497105037521
1492,-0.16594907092552624,-0.9352165930982669
1495,-0.9327475026958199,-0.6985815107155442
1496,-1.3952028550261524,-0.8132808875069384
1499,0.07643138838077057,-0.2974417865148166
1500,-0.716103762872608,-0.7389923542714403
1503,-1.9942858277035809,-1.5657550708817825
1504,-1.94186898571341,-2.149637204805933
1507,-0.04186389281517615,-0.1226042367606535
1508,-0.029071153661663303,0.013481829103404
1509,-0.9836595795216431,-0.7389923542714403
1510,-0.8133816491028497,-0.22939875358278794
1511,0.6310771541102047,-0.05456120382862476
1512,-1.6489394463227969,-2.1962935486652984
1514,-1.1563176409233618,-0.8536917310628345
1516,-2.1275573049854364,-2.479584974907386
1517,-0.5547555551925688,-0.6193148443233445
1518,0.5834435798185891,-0.2974417865148166
1519,-0.6251797629389104,-0.1827424097234227
1520,-0.35176635348026036,0.013481829103404
1521,-1.3735090024397951,-1.0965723137490264
1522,-2.3123530225913367,-2.479584974907386
1523,-0.3633530059107408,-0.08706718741526114
1525,-0.5673091421509,-1.8276598080512068
1526,-2.0316045529655335,-2.4115419419753574
1527,-1.6631114960814743,-2.149637204805933
1528,-2.2261225866568224,-2.2968425651839635
1529,-2.1211997326365184,-2.1962935486652984
1530,-1.2520884567755357,-1.437573864986985
1531,0.6606057717570173,-0.15511022034728988
1536,-1.0772405276415704,-0.9138299040256034
1537,-2.968678808715105,-2.479584974907386
1538,-2.207833994193464,-1.7810034641918415
1539,-1.6617704302399934,-1.4510556940903887
1540,-1.2394246338300614,-1.0965723137490264
1541,-1.5659276457777038,-1.3038503337123584
1542,-2.215974605462187,-1.6804544476731769
1543,-2.5957559047946503,-2.4329286310480214
1544,-2.69425054191365,-2.1962935486652984
1545,-1.5545622065474416,-0.9818729369576321
1565,-1.9651501023221942,-1.612411414741148
1588,-2.211502339933421,-2.2968425651839635
1591,0.2678725563402241,0.02763218937613277
1592,-1.03011556826905,-0.7991305272342095
1598,-0.46801664021237777,-1.2548314552635618
1601,-2.9737814010947217,-2.1821431883925695
1603,-0.9269774437633913,-1.0285292808169975
1619,-3.957460545554095,-2.880724699108114
1630,-0.30372702613069247,-1.1401320784721678
1656,-1.9656098823659807,-1.8276598080512068
1669,-0.0008103031299260266,-0.8346675765796018
